,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation neg_mean_squared_error
315,logistic,0.001,32.0,"[5, 10]",0.1,3000,0.9,True,sgd,0.0001,-8.550598696225453
316,logistic,0.001,32.0,"[5, 10]",0.1,3000,0.9,False,sgd,0.0001,-8.550598696225453
317,logistic,0.001,32.0,"[5, 10]",0.3,3000,0.5,True,sgd,0.0001,-8.550598696225453
318,logistic,0.001,32.0,"[5, 10]",0.3,3000,0.5,False,sgd,0.0001,-8.550598696225453
319,logistic,0.001,32.0,"[5, 10]",0.01,3000,0.5,True,sgd,0.0001,-8.550598696225453
320,logistic,0.001,,"[3, 5]",0.001,3000,0.9,False,sgd,0.0001,-8.559885915722742
321,logistic,0.001,,"[3, 5]",0.001,3000,0.5,True,sgd,0.0001,-8.559885915722742
322,logistic,0.001,,"[3, 5]",0.1,3000,0.5,False,sgd,0.0001,-8.559885915722742
323,logistic,0.001,,"[3, 5]",0.001,3000,0.5,False,sgd,0.0001,-8.559885915722742
324,logistic,0.001,,"[3, 5]",0.3,3000,0.9,False,sgd,0.0001,-8.559885915722742
325,logistic,0.001,,"[3, 5]",0.3,3000,0.9,True,sgd,0.0001,-8.559885915722742
326,logistic,0.001,,"[3, 5]",0.3,3000,0.5,False,sgd,0.0001,-8.559885915722742
327,logistic,0.001,,"[3, 5]",0.1,3000,0.9,False,sgd,0.0001,-8.559885915722742
328,logistic,0.001,,"[3, 5]",0.1,3000,0.9,True,sgd,0.0001,-8.559885915722742
329,logistic,0.001,,"[3, 5]",0.3,3000,0.5,True,sgd,0.0001,-8.559885915722742
330,logistic,0.001,,"[3, 5]",0.1,3000,0.5,True,sgd,0.0001,-8.559885915722742
331,logistic,0.001,,"[3, 5]",0.01,3000,0.9,True,sgd,0.0001,-8.559885915722742
332,logistic,0.001,,"[3, 5]",0.01,3000,0.5,False,sgd,0.0001,-8.559885915722742
333,logistic,0.001,,"[3, 5]",0.01,3000,0.5,True,sgd,0.0001,-8.559885915722742
334,logistic,0.001,,"[3, 5]",0.001,3000,0.9,True,sgd,0.0001,-8.559885915722742
335,logistic,0.001,,"[3, 5]",0.01,3000,0.9,False,sgd,0.0001,-8.559885915722742
336,logistic,0.01,,"[3, 5]",0.01,3000,0.9,False,sgd,0.0001,-8.559993990199555
337,logistic,0.01,,"[3, 5]",0.001,3000,0.9,True,sgd,0.0001,-8.559993990199555
338,logistic,0.01,,"[3, 5]",0.001,3000,0.9,False,sgd,0.0001,-8.559993990199555
339,logistic,0.01,,"[3, 5]",0.01,3000,0.5,True,sgd,0.0001,-8.559993990199555
340,logistic,0.01,,"[3, 5]",0.01,3000,0.5,False,sgd,0.0001,-8.559993990199555
341,logistic,0.01,,"[3, 5]",0.01,3000,0.9,True,sgd,0.0001,-8.559993990199555
342,logistic,0.01,,"[3, 5]",0.1,3000,0.9,True,sgd,0.0001,-8.559993990199555
343,logistic,0.01,,"[3, 5]",0.1,3000,0.5,True,sgd,0.0001,-8.559993990199555
344,logistic,0.01,,"[3, 5]",0.1,3000,0.5,False,sgd,0.0001,-8.559993990199555
345,logistic,0.01,,"[3, 5]",0.1,3000,0.9,False,sgd,0.0001,-8.559993990199555
346,logistic,0.01,,"[3, 5]",0.3,3000,0.5,True,sgd,0.0001,-8.559993990199555
347,logistic,0.01,,"[3, 5]",0.3,3000,0.5,False,sgd,0.0001,-8.559993990199555
348,logistic,0.01,,"[3, 5]",0.3,3000,0.9,True,sgd,0.0001,-8.559993990199555
349,logistic,0.01,,"[3, 5]",0.3,3000,0.9,False,sgd,0.0001,-8.559993990199555
350,logistic,0.01,,"[3, 5]",0.001,3000,0.5,True,sgd,0.0001,-8.559993990199555
351,logistic,0.01,,"[3, 5]",0.001,3000,0.5,False,sgd,0.0001,-8.559993990199555
352,logistic,0.1,,"[3, 5]",0.1,3000,0.5,False,sgd,0.0001,-8.561362922766133
353,logistic,0.1,,"[3, 5]",0.3,3000,0.9,False,sgd,0.0001,-8.561362922766133
354,logistic,0.1,,"[3, 5]",0.3,3000,0.9,True,sgd,0.0001,-8.561362922766133
355,logistic,0.1,,"[3, 5]",0.3,3000,0.5,False,sgd,0.0001,-8.561362922766133
356,logistic,0.1,,"[3, 5]",0.3,3000,0.5,True,sgd,0.0001,-8.561362922766133
357,logistic,0.1,,"[3, 5]",0.1,3000,0.9,False,sgd,0.0001,-8.561362922766133
358,logistic,0.1,,"[3, 5]",0.1,3000,0.9,True,sgd,0.0001,-8.561362922766133
359,logistic,0.1,,"[3, 5]",0.001,3000,0.5,True,sgd,0.0001,-8.561362922766133
360,logistic,0.1,,"[3, 5]",0.001,3000,0.5,False,sgd,0.0001,-8.561362922766133
361,logistic,0.1,,"[3, 5]",0.01,3000,0.9,False,sgd,0.0001,-8.561362922766133
362,logistic,0.1,,"[3, 5]",0.01,3000,0.9,True,sgd,0.0001,-8.561362922766133
363,logistic,0.1,,"[3, 5]",0.01,3000,0.5,False,sgd,0.0001,-8.561362922766133
364,logistic,0.1,,"[3, 5]",0.01,3000,0.5,True,sgd,0.0001,-8.561362922766133
365,logistic,0.1,,"[3, 5]",0.001,3000,0.9,False,sgd,0.0001,-8.561362922766133
366,logistic,0.1,,"[3, 5]",0.001,3000,0.9,True,sgd,0.0001,-8.561362922766133
367,logistic,0.1,,"[3, 5]",0.1,3000,0.5,True,sgd,0.0001,-8.561362922766133
368,logistic,0.005,,"[3, 5]",0.001,3000,0.5,True,sgd,0.0001,-8.6271082465103
369,logistic,0.005,,"[3, 5]",0.1,3000,0.9,False,sgd,0.0001,-8.6271082465103
370,logistic,0.005,,"[3, 5]",0.01,3000,0.9,False,sgd,0.0001,-8.6271082465103
371,logistic,0.005,,"[3, 5]",0.3,3000,0.9,False,sgd,0.0001,-8.6271082465103
372,logistic,0.005,,"[3, 5]",0.3,3000,0.9,True,sgd,0.0001,-8.6271082465103
373,logistic,0.005,,"[3, 5]",0.3,3000,0.5,False,sgd,0.0001,-8.6271082465103
374,logistic,0.005,,"[3, 5]",0.3,3000,0.5,True,sgd,0.0001,-8.6271082465103
375,logistic,0.005,,"[3, 5]",0.1,3000,0.9,True,sgd,0.0001,-8.6271082465103
376,logistic,0.005,,"[3, 5]",0.1,3000,0.5,False,sgd,0.0001,-8.6271082465103
377,logistic,0.005,,"[3, 5]",0.1,3000,0.5,True,sgd,0.0001,-8.6271082465103
378,logistic,0.005,,"[3, 5]",0.01,3000,0.9,True,sgd,0.0001,-8.6271082465103
379,logistic,0.005,,"[3, 5]",0.01,3000,0.5,False,sgd,0.0001,-8.6271082465103
380,logistic,0.005,,"[3, 5]",0.01,3000,0.5,True,sgd,0.0001,-8.6271082465103
381,logistic,0.005,,"[3, 5]",0.001,3000,0.9,False,sgd,0.0001,-8.6271082465103
382,logistic,0.005,,"[3, 5]",0.001,3000,0.9,True,sgd,0.0001,-8.6271082465103
383,logistic,0.005,,"[3, 5]",0.001,3000,0.5,False,sgd,0.0001,-8.6271082465103
384,logistic,0.1,,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.484450375152198
385,logistic,0.1,,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.484450375152198
386,logistic,0.1,,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.484450375152198
387,logistic,0.1,,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.484450375152198
388,logistic,0.1,,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.484450375152198
389,logistic,0.1,,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.484450375152198
390,logistic,0.1,,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.484450375152198
391,logistic,0.1,,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.484450375152198
392,logistic,0.1,,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.484450375152198
393,logistic,0.1,,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.484450375152198
394,logistic,0.1,,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.484450375152198
395,logistic,0.1,,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.484450375152198
396,logistic,0.1,,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.484450375152198
397,logistic,0.1,,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.484450375152198
398,logistic,0.1,,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.484450375152198
399,logistic,0.1,,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.484450375152198
400,logistic,0.005,,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.495290024692318
401,logistic,0.005,,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.495290024692318
402,logistic,0.005,,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.495290024692318
403,logistic,0.005,,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.495290024692318
404,logistic,0.005,,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.495290024692318
405,logistic,0.005,,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.495290024692318
406,logistic,0.005,,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.495290024692318
407,logistic,0.005,,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.495290024692318
408,logistic,0.005,,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.495290024692318
409,logistic,0.005,,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.495290024692318
410,logistic,0.005,,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.495290024692318
411,logistic,0.005,,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.495290024692318
412,logistic,0.005,,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.495290024692318
413,logistic,0.005,,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.495290024692318
414,logistic,0.005,,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.495290024692318
415,logistic,0.005,,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.495290024692318
416,logistic,0.001,,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.504231956507612
417,logistic,0.001,,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.504231956507612
418,logistic,0.001,,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.504231956507612
419,logistic,0.001,,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.504231956507612
420,logistic,0.001,,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.504231956507612
421,logistic,0.001,,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.504231956507612
422,logistic,0.001,,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.504231956507612
423,logistic,0.001,,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.504231956507612
424,logistic,0.001,,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.504231956507612
425,logistic,0.001,,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.504231956507612
426,logistic,0.001,,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.504231956507612
427,logistic,0.001,,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.504231956507612
428,logistic,0.001,,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.504231956507612
429,logistic,0.001,,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.504231956507612
430,logistic,0.001,,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.504231956507612
431,logistic,0.001,,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.504231956507612
432,logistic,0.01,,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.513770937327054
433,logistic,0.01,,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.513770937327054
434,logistic,0.01,,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.513770937327054
435,logistic,0.01,,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.513770937327054
436,logistic,0.01,,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.513770937327054
437,logistic,0.01,,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.513770937327054
438,logistic,0.01,,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.513770937327054
439,logistic,0.01,,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.513770937327054
440,logistic,0.01,,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.513770937327054
441,logistic,0.01,,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.513770937327054
442,logistic,0.01,,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.513770937327054
443,logistic,0.01,,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.513770937327054
444,logistic,0.01,,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.513770937327054
445,logistic,0.01,,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.513770937327054
446,logistic,0.01,,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.513770937327054
447,logistic,0.01,,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.513770937327054
448,logistic,0.1,128.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.645167281216299
449,logistic,0.1,128.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.645167281216299
450,logistic,0.1,128.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.645167281216299
451,logistic,0.1,128.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.645167281216299
452,logistic,0.1,128.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.645167281216299
453,logistic,0.1,128.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.645167281216299
454,logistic,0.1,128.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.645167281216299
455,logistic,0.1,128.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.645167281216299
456,logistic,0.1,128.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.645167281216299
457,logistic,0.1,128.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.645167281216299
458,logistic,0.1,128.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.645167281216299
459,logistic,0.1,128.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.645167281216299
460,logistic,0.1,128.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.645167281216299
461,logistic,0.1,128.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.645167281216299
462,logistic,0.1,128.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.645167281216299
463,logistic,0.1,128.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.645167281216299
464,logistic,0.01,128.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.649177251011036
465,logistic,0.01,128.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.649177251011036
466,logistic,0.01,128.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.649177251011036
467,logistic,0.01,128.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.649177251011036
468,logistic,0.01,128.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.649177251011036
469,logistic,0.01,128.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.649177251011036
470,logistic,0.01,128.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.649177251011036
471,logistic,0.01,128.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.649177251011036
472,logistic,0.01,128.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.649177251011036
473,logistic,0.01,128.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.649177251011036
474,logistic,0.01,128.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.649177251011036
475,logistic,0.01,128.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.649177251011036
476,logistic,0.01,128.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.649177251011036
477,logistic,0.01,128.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.649177251011036
478,logistic,0.01,128.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.649177251011036
479,logistic,0.01,128.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.649177251011036
480,logistic,0.005,128.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.649414936091052
481,logistic,0.005,128.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.649414936091052
482,logistic,0.005,128.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.649414936091052
483,logistic,0.005,128.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.649414936091052
484,logistic,0.005,128.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.649414936091052
485,logistic,0.005,128.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.649414936091052
486,logistic,0.005,128.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.649414936091052
487,logistic,0.005,128.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.649414936091052
488,logistic,0.005,128.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.649414936091052
489,logistic,0.005,128.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.649414936091052
490,logistic,0.005,128.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.649414936091052
491,logistic,0.005,128.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.649414936091052
492,logistic,0.005,128.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.649414936091052
493,logistic,0.005,128.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.649414936091052
494,logistic,0.005,128.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.649414936091052
495,logistic,0.005,128.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.649414936091052
496,logistic,0.001,128.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-9.649605810776723
497,logistic,0.001,128.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-9.649605810776723
498,logistic,0.001,128.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-9.649605810776723
499,logistic,0.001,128.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-9.649605810776723
500,logistic,0.001,128.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-9.649605810776723
501,logistic,0.001,128.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-9.649605810776723
502,logistic,0.001,128.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-9.649605810776723
503,logistic,0.001,128.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-9.649605810776723
504,logistic,0.001,128.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-9.649605810776723
505,logistic,0.001,128.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-9.649605810776723
506,logistic,0.001,128.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-9.649605810776723
507,logistic,0.001,128.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-9.649605810776723
508,logistic,0.001,128.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-9.649605810776723
509,logistic,0.001,128.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-9.649605810776723
510,logistic,0.001,128.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-9.649605810776723
511,logistic,0.001,128.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-9.649605810776723
512,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-10.739028938279063
513,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-10.739028938279063
514,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-10.739028938279063
515,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-10.739028938279063
516,logistic,0.001,32.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-10.739028938279063
517,logistic,0.001,32.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-10.739028938279063
518,logistic,0.001,32.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-10.739028938279063
519,logistic,0.001,32.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-10.739028938279063
520,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-10.739028938279063
521,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-10.739028938279063
522,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-10.739028938279063
523,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-10.739028938279063
524,logistic,0.001,32.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-10.739028938279063
525,logistic,0.001,32.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-10.739028938279063
526,logistic,0.001,32.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-10.739028938279063
527,logistic,0.001,32.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-10.739028938279063
528,logistic,0.1,32.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-10.74625430955059
529,logistic,0.1,32.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-10.74625430955059
530,logistic,0.1,32.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-10.74625430955059
531,logistic,0.1,32.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-10.74625430955059
532,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-10.74625430955059
533,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-10.74625430955059
534,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-10.74625430955059
535,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-10.74625430955059
536,logistic,0.1,32.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-10.74625430955059
537,logistic,0.1,32.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-10.74625430955059
538,logistic,0.1,32.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-10.74625430955059
539,logistic,0.1,32.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-10.74625430955059
540,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-10.74625430955059
541,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-10.74625430955059
542,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-10.74625430955059
543,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-10.74625430955059
544,logistic,0.01,32.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-10.767590345039562
545,logistic,0.01,32.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-10.767590345039562
546,logistic,0.01,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-10.767590345039562
547,logistic,0.01,32.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-10.767590345039562
548,logistic,0.01,32.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-10.767590345039562
549,logistic,0.01,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-10.767590345039562
550,logistic,0.01,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-10.767590345039562
551,logistic,0.01,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-10.767590345039562
552,logistic,0.01,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-10.767590345039562
553,logistic,0.01,32.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-10.767590345039562
554,logistic,0.01,32.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-10.767590345039562
555,logistic,0.01,32.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-10.767590345039562
556,logistic,0.01,32.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-10.767590345039562
557,logistic,0.01,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-10.767590345039562
558,logistic,0.01,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-10.767590345039562
559,logistic,0.01,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-10.767590345039562
560,logistic,0.005,32.0,"[2, 3]",0.3,3000,0.5,False,sgd,0.0001,-10.771132260313887
561,logistic,0.005,32.0,"[2, 3]",0.3,3000,0.9,False,sgd,0.0001,-10.771132260313887
562,logistic,0.005,32.0,"[2, 3]",0.3,3000,0.5,True,sgd,0.0001,-10.771132260313887
563,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,0.0001,-10.771132260313887
564,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,0.0001,-10.771132260313887
565,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,0.0001,-10.771132260313887
566,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,0.0001,-10.771132260313887
567,logistic,0.005,32.0,"[2, 3]",0.01,3000,0.5,True,sgd,0.0001,-10.771132260313887
568,logistic,0.005,32.0,"[2, 3]",0.01,3000,0.5,False,sgd,0.0001,-10.771132260313887
569,logistic,0.005,32.0,"[2, 3]",0.01,3000,0.9,True,sgd,0.0001,-10.771132260313887
570,logistic,0.005,32.0,"[2, 3]",0.3,3000,0.9,True,sgd,0.0001,-10.771132260313887
571,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,0.0001,-10.771132260313887
572,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,0.0001,-10.771132260313887
573,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,0.0001,-10.771132260313887
574,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,0.0001,-10.771132260313887
575,logistic,0.005,32.0,"[2, 3]",0.01,3000,0.9,False,sgd,0.0001,-10.771132260313887
