,batch_size,epochs,eps,eta,lmbda,momentum,optimizer,sizes,Validation neg_mean_squared_error
306,32.0,1000,0.0001,0.001,0.0,0.9,SGM,"[16, 32]",-79.46321156287595
307,32.0,1000,0.0001,0.001,0.0,0.0,SGM,"[16, 32]",-79.46321156287595
308,32.0,500,0.0001,0.001,0.001,0.9,SGM,"[50, 50]",-107.79350430264053
309,32.0,500,0.0001,0.001,0.001,0.0,SGM,"[50, 50]",-107.79350430264053
310,32.0,500,0.0001,0.001,0.001,0.2,SGM,"[50, 50]",-107.79350430264053
311,32.0,500,0.0001,0.001,0.001,0.5,SGM,"[50, 50]",-107.79350430264053
312,32.0,1000,0.0001,0.001,0.001,0.0,SGM,"[50, 50]",-109.67080856420235
313,32.0,1000,0.0001,0.001,0.001,0.9,SGM,"[50, 50]",-109.67080856420235
314,32.0,1000,0.0001,0.001,0.001,0.2,SGM,"[50, 50]",-109.67080856420235
315,32.0,1000,0.0001,0.001,0.001,0.5,SGM,"[50, 50]",-109.67080856420235
316,32.0,500,0.0001,0.001,0.0,0.0,SGM,"[16, 32]",-123.65415676969863
317,32.0,500,0.0001,0.001,0.0,0.2,SGM,"[16, 32]",-123.65415676969863
318,32.0,500,0.0001,0.001,0.0,0.5,SGM,"[16, 32]",-123.65415676969863
319,32.0,500,0.0001,0.001,0.0,0.9,SGM,"[16, 32]",-123.65415676969863
320,32.0,500,0.0001,0.001,0.001,0.5,SGM,"[30, 50]",-174.78041856620433
321,32.0,500,0.0001,0.001,0.001,0.9,SGM,"[30, 50]",-174.78041856620433
322,32.0,500,0.0001,0.001,0.001,0.0,SGM,"[30, 50]",-174.78041856620433
323,32.0,500,0.0001,0.001,0.001,0.2,SGM,"[30, 50]",-174.78041856620433
324,32.0,1000,0.0001,0.001,0.001,0.5,SGM,"[30, 50]",-179.3501090203604
325,32.0,1000,0.0001,0.001,0.001,0.2,SGM,"[30, 50]",-179.3501090203604
326,32.0,1000,0.0001,0.001,0.001,0.0,SGM,"[30, 50]",-179.3501090203604
327,32.0,1000,0.0001,0.001,0.001,0.9,SGM,"[30, 50]",-179.3501090203604
328,32.0,500,0.0001,0.001,0.001,0.2,SGM,"[16, 32]",-408.8890052372163
329,32.0,500,0.0001,0.001,0.001,0.5,SGM,"[16, 32]",-408.8890052372163
330,32.0,500,0.0001,0.001,0.001,0.0,SGM,"[16, 32]",-408.8890052372163
331,32.0,500,0.0001,0.001,0.001,0.9,SGM,"[16, 32]",-408.8890052372163
332,32.0,1000,0.0001,0.001,0.001,0.5,SGM,"[16, 32]",-414.5577906321043
333,32.0,1000,0.0001,0.001,0.001,0.2,SGM,"[16, 32]",-414.5577906321043
334,32.0,1000,0.0001,0.001,0.001,0.0,SGM,"[16, 32]",-414.5577906321043
335,32.0,1000,0.0001,0.001,0.001,0.9,SGM,"[16, 32]",-414.5577906321043
336,,1000,0.0001,0.001,0.0,0.9,SGM,"[50, 50]",-932.2967066516558
337,,1000,0.0001,0.001,0.0,0.5,SGM,"[50, 50]",-932.2967066516558
338,,1000,0.0001,0.001,0.0,0.0,SGM,"[50, 50]",-932.2967066516558
339,,1000,0.0001,0.001,0.0,0.2,SGM,"[50, 50]",-932.2967066516558
340,,1000,0.0001,0.001,0.001,0.5,SGM,"[50, 50]",-934.1081240207461
341,,1000,0.0001,0.001,0.001,0.9,SGM,"[50, 50]",-934.1081240207461
342,,1000,0.0001,0.001,0.001,0.2,SGM,"[50, 50]",-934.1081240207461
343,,1000,0.0001,0.001,0.001,0.0,SGM,"[50, 50]",-934.1081240207461
344,,1000,0.0001,0.001,0.01,0.2,SGM,"[50, 50]",-950.2800403976216
345,,1000,0.0001,0.001,0.01,0.9,SGM,"[50, 50]",-950.2800403976216
346,,1000,0.0001,0.001,0.01,0.0,SGM,"[50, 50]",-950.2800403976216
347,,1000,0.0001,0.001,0.01,0.5,SGM,"[50, 50]",-950.2800403976216
348,,1000,0.0001,0.001,0.0,0.9,SGM,"[30, 50]",-1236.2682667229485
349,,1000,0.0001,0.001,0.0,0.0,SGM,"[30, 50]",-1236.2682667229485
350,,1000,0.0001,0.001,0.0,0.2,SGM,"[30, 50]",-1236.2682667229485
351,,1000,0.0001,0.001,0.0,0.5,SGM,"[30, 50]",-1236.2682667229485
352,,1000,0.0001,0.001,0.001,0.5,SGM,"[30, 50]",-1237.5321279297561
353,,1000,0.0001,0.001,0.001,0.0,SGM,"[30, 50]",-1237.5321279297561
354,,1000,0.0001,0.001,0.001,0.2,SGM,"[30, 50]",-1237.5321279297561
355,,1000,0.0001,0.001,0.001,0.9,SGM,"[30, 50]",-1237.5321279297561
356,,1000,0.0001,0.001,0.01,0.2,SGM,"[30, 50]",-1248.7879940010087
357,,1000,0.0001,0.001,0.01,0.5,SGM,"[30, 50]",-1248.7879940010087
358,,1000,0.0001,0.001,0.01,0.0,SGM,"[30, 50]",-1248.7879940010087
359,,1000,0.0001,0.001,0.01,0.9,SGM,"[30, 50]",-1248.7879940010087
360,,500,0.0001,0.001,0.0,0.9,SGM,"[50, 50]",-1338.6037416754405
361,,500,0.0001,0.001,0.0,0.0,SGM,"[50, 50]",-1338.6037416754405
362,,500,0.0001,0.001,0.0,0.2,SGM,"[50, 50]",-1338.6037416754405
363,,500,0.0001,0.001,0.0,0.5,SGM,"[50, 50]",-1338.6037416754405
364,,500,0.0001,0.001,0.001,0.9,SGM,"[50, 50]",-1339.14673692447
365,,500,0.0001,0.001,0.001,0.0,SGM,"[50, 50]",-1339.14673692447
366,,500,0.0001,0.001,0.001,0.5,SGM,"[50, 50]",-1339.14673692447
367,,500,0.0001,0.001,0.001,0.2,SGM,"[50, 50]",-1339.14673692447
368,,500,0.0001,0.001,0.01,0.9,SGM,"[50, 50]",-1343.995698864275
369,,500,0.0001,0.001,0.01,0.5,SGM,"[50, 50]",-1343.995698864275
370,,500,0.0001,0.001,0.01,0.2,SGM,"[50, 50]",-1343.995698864275
371,,500,0.0001,0.001,0.01,0.0,SGM,"[50, 50]",-1343.995698864275
372,,1000,0.0001,0.001,0.0,0.5,SGM,"[16, 32]",-1403.8520760974186
373,,1000,0.0001,0.001,0.0,0.9,SGM,"[16, 32]",-1403.8520760974186
374,,1000,0.0001,0.001,0.0,0.0,SGM,"[16, 32]",-1403.8520760974186
375,,1000,0.0001,0.001,0.0,0.2,SGM,"[16, 32]",-1403.8520760974186
376,,1000,0.0001,0.001,0.001,0.9,SGM,"[16, 32]",-1404.7791786067642
377,,1000,0.0001,0.001,0.001,0.5,SGM,"[16, 32]",-1404.7791786067642
378,,1000,0.0001,0.001,0.001,0.2,SGM,"[16, 32]",-1404.7791786067642
379,,1000,0.0001,0.001,0.001,0.0,SGM,"[16, 32]",-1404.7791786067642
380,,1000,0.0001,0.001,0.01,0.5,SGM,"[16, 32]",-1412.9960742461087
381,,1000,0.0001,0.001,0.01,0.2,SGM,"[16, 32]",-1412.9960742461087
382,,1000,0.0001,0.001,0.01,0.0,SGM,"[16, 32]",-1412.9960742461087
383,,1000,0.0001,0.001,0.01,0.9,SGM,"[16, 32]",-1412.9960742461087
384,,500,0.0001,0.001,0.0,0.2,SGM,"[30, 50]",-1491.1797213444327
385,,500,0.0001,0.001,0.0,0.0,SGM,"[30, 50]",-1491.1797213444327
386,,500,0.0001,0.001,0.0,0.5,SGM,"[30, 50]",-1491.1797213444327
387,,500,0.0001,0.001,0.0,0.9,SGM,"[30, 50]",-1491.1797213444327
388,,500,0.0001,0.001,0.001,0.9,SGM,"[30, 50]",-1491.5426418775799
389,,500,0.0001,0.001,0.001,0.0,SGM,"[30, 50]",-1491.5426418775799
390,,500,0.0001,0.001,0.001,0.2,SGM,"[30, 50]",-1491.5426418775799
391,,500,0.0001,0.001,0.001,0.5,SGM,"[30, 50]",-1491.5426418775799
392,,500,0.0001,0.001,0.01,0.0,SGM,"[30, 50]",-1494.7878518466248
393,,500,0.0001,0.001,0.01,0.2,SGM,"[30, 50]",-1494.7878518466248
394,,500,0.0001,0.001,0.01,0.9,SGM,"[30, 50]",-1494.7878518466248
395,,500,0.0001,0.001,0.01,0.5,SGM,"[30, 50]",-1494.7878518466248
396,,500,0.0001,0.001,0.0,0.0,SGM,"[16, 32]",-1530.1337550600558
397,,500,0.0001,0.001,0.0,0.9,SGM,"[16, 32]",-1530.1337550600558
398,,500,0.0001,0.001,0.0,0.5,SGM,"[16, 32]",-1530.1337550600558
399,,500,0.0001,0.001,0.0,0.2,SGM,"[16, 32]",-1530.1337550600558
400,,500,0.0001,0.001,0.001,0.5,SGM,"[16, 32]",-1530.4217176604866
401,,500,0.0001,0.001,0.001,0.9,SGM,"[16, 32]",-1530.4217176604866
402,,500,0.0001,0.001,0.001,0.2,SGM,"[16, 32]",-1530.4217176604866
403,,500,0.0001,0.001,0.001,0.0,SGM,"[16, 32]",-1530.4217176604866
404,,500,0.0001,0.001,0.01,0.2,SGM,"[16, 32]",-1532.9870445387828
405,,500,0.0001,0.001,0.01,0.9,SGM,"[16, 32]",-1532.9870445387828
406,,500,0.0001,0.001,0.01,0.5,SGM,"[16, 32]",-1532.9870445387828
407,,500,0.0001,0.001,0.01,0.0,SGM,"[16, 32]",-1532.9870445387828
408,32.0,500,0.0001,0.001,0.01,0.5,SGM,"[50, 50]",-1666.0210944943458
409,32.0,500,0.0001,0.001,0.01,0.0,SGM,"[50, 50]",-1666.0210944943458
410,32.0,500,0.0001,0.001,0.01,0.2,SGM,"[50, 50]",-1666.0210944943458
411,32.0,500,0.0001,0.001,0.01,0.9,SGM,"[50, 50]",-1666.0210944943458
412,32.0,500,0.0001,0.001,0.01,0.5,SGM,"[30, 50]",-1666.4244372545404
413,32.0,500,0.0001,0.001,0.01,0.2,SGM,"[30, 50]",-1666.4244372545404
414,32.0,500,0.0001,0.001,0.01,0.9,SGM,"[30, 50]",-1666.4244372545404
415,32.0,500,0.0001,0.001,0.01,0.0,SGM,"[30, 50]",-1666.4244372545404
416,32.0,1000,0.0001,0.001,0.01,0.5,SGM,"[30, 50]",-1688.6183869413094
417,32.0,1000,0.0001,0.001,0.01,0.0,SGM,"[30, 50]",-1688.6183869413094
418,32.0,1000,0.0001,0.001,0.01,0.2,SGM,"[30, 50]",-1688.6183869413094
419,32.0,1000,0.0001,0.001,0.01,0.9,SGM,"[30, 50]",-1688.6183869413094
420,32.0,500,0.0001,0.001,0.01,0.9,SGM,"[16, 32]",-1690.707103769304
421,32.0,500,0.0001,0.001,0.01,0.0,SGM,"[16, 32]",-1690.707103769304
422,32.0,500,0.0001,0.001,0.01,0.2,SGM,"[16, 32]",-1690.707103769304
423,32.0,500,0.0001,0.001,0.01,0.5,SGM,"[16, 32]",-1690.707103769304
424,32.0,1000,0.0001,0.001,0.01,0.9,SGM,"[16, 32]",-1692.5146482938678
425,32.0,1000,0.0001,0.001,0.01,0.0,SGM,"[16, 32]",-1692.5146482938678
426,32.0,1000,0.0001,0.001,0.01,0.5,SGM,"[16, 32]",-1692.5146482938678
427,32.0,1000,0.0001,0.001,0.01,0.2,SGM,"[16, 32]",-1692.5146482938678
428,32.0,1000,0.0001,0.001,0.01,0.9,SGM,"[50, 50]",-1709.5989132024783
429,32.0,1000,0.0001,0.001,0.01,0.2,SGM,"[50, 50]",-1709.5989132024783
430,32.0,1000,0.0001,0.001,0.01,0.5,SGM,"[50, 50]",-1709.5989132024783
431,32.0,1000,0.0001,0.001,0.01,0.0,SGM,"[50, 50]",-1709.5989132024783
