,activation,batch_size,epochs,eps,eta,lmbda,momentum,nesterov,optimizer,sizes,Validation neg_mean_squared_error
252,sigmoid,,1000,0.0001,0.1,0.0001,0.9,True,SGD,"[10, 5]",-8.28347590676707
253,sigmoid,,1000,0.0001,0.001,0.0001,0.9,True,SGD,"[10, 5]",-8.28347590676707
254,sigmoid,,1000,0.0001,0.001,0.0001,0.9,False,SGD,"[10, 5]",-8.28347590676707
255,sigmoid,,1000,0.0001,0.3,0.0001,0.5,False,SGD,"[10, 5]",-8.28347590676707
256,sigmoid,,1000,0.0001,0.001,0.0001,0.5,False,SGD,"[10, 5]",-8.28347590676707
257,sigmoid,,1000,0.0001,0.001,0.0001,0.5,True,SGD,"[10, 5]",-8.28347590676707
258,sigmoid,,1000,0.0001,0.3,0.0001,0.9,False,SGD,"[10, 5]",-8.28347590676707
259,sigmoid,,1000,0.0001,0.3,0.0001,0.9,True,SGD,"[10, 5]",-8.28347590676707
260,sigmoid,32.0,1000,0.0001,0.001,0.01,0.9,False,SGD,"[5, 10]",-8.291858544236103
261,sigmoid,32.0,1000,0.0001,0.5,0.01,0.5,False,SGD,"[5, 10]",-8.291858544236103
262,sigmoid,32.0,1000,0.0001,0.3,0.01,0.5,True,SGD,"[5, 10]",-8.291858544236103
263,sigmoid,32.0,1000,0.0001,0.3,0.01,0.5,False,SGD,"[5, 10]",-8.291858544236103
264,sigmoid,32.0,1000,0.0001,0.3,0.01,0.9,True,SGD,"[5, 10]",-8.291858544236103
265,sigmoid,32.0,1000,0.0001,0.001,0.01,0.9,True,SGD,"[5, 10]",-8.291858544236103
266,sigmoid,32.0,1000,0.0001,0.01,0.01,0.5,True,SGD,"[5, 10]",-8.291858544236103
267,sigmoid,32.0,1000,0.0001,0.3,0.01,0.9,False,SGD,"[5, 10]",-8.291858544236103
268,sigmoid,32.0,1000,0.0001,0.001,0.01,0.5,False,SGD,"[5, 10]",-8.291858544236103
269,sigmoid,32.0,1000,0.0001,0.001,0.01,0.5,True,SGD,"[5, 10]",-8.291858544236103
270,sigmoid,32.0,1000,0.0001,0.5,0.01,0.9,True,SGD,"[5, 10]",-8.291858544236103
271,sigmoid,32.0,1000,0.0001,0.5,0.01,0.5,True,SGD,"[5, 10]",-8.291858544236103
272,sigmoid,32.0,1000,0.0001,0.5,0.01,0.9,False,SGD,"[5, 10]",-8.291858544236103
273,sigmoid,32.0,1000,0.0001,0.1,0.01,0.5,True,SGD,"[5, 10]",-8.291858544236103
274,sigmoid,32.0,1000,0.0001,0.01,0.01,0.9,False,SGD,"[5, 10]",-8.291858544236103
275,sigmoid,32.0,1000,0.0001,0.01,0.01,0.9,True,SGD,"[5, 10]",-8.291858544236103
276,sigmoid,32.0,1000,0.0001,0.1,0.01,0.5,False,SGD,"[5, 10]",-8.291858544236103
277,sigmoid,32.0,1000,0.0001,0.1,0.01,0.9,True,SGD,"[5, 10]",-8.291858544236103
278,sigmoid,32.0,1000,0.0001,0.1,0.01,0.9,False,SGD,"[5, 10]",-8.291858544236103
279,sigmoid,32.0,1000,0.0001,0.01,0.01,0.5,False,SGD,"[5, 10]",-8.291858544236103
280,sigmoid,32.0,1000,0.0001,0.3,0.001,0.9,False,SGD,"[5, 10]",-8.315542960199586
281,sigmoid,32.0,1000,0.0001,0.001,0.001,0.9,True,SGD,"[5, 10]",-8.315542960199586
282,sigmoid,32.0,1000,0.0001,0.001,0.001,0.9,False,SGD,"[5, 10]",-8.315542960199586
283,sigmoid,32.0,1000,0.0001,0.1,0.001,0.5,True,SGD,"[5, 10]",-8.315542960199586
284,sigmoid,32.0,1000,0.0001,0.1,0.001,0.5,False,SGD,"[5, 10]",-8.315542960199586
285,sigmoid,32.0,1000,0.0001,0.1,0.001,0.9,True,SGD,"[5, 10]",-8.315542960199586
286,sigmoid,32.0,1000,0.0001,0.1,0.001,0.9,False,SGD,"[5, 10]",-8.315542960199586
287,sigmoid,32.0,1000,0.0001,0.5,0.001,0.5,True,SGD,"[5, 10]",-8.315542960199586
288,sigmoid,32.0,1000,0.0001,0.3,0.001,0.5,False,SGD,"[5, 10]",-8.315542960199586
289,sigmoid,32.0,1000,0.0001,0.3,0.001,0.9,True,SGD,"[5, 10]",-8.315542960199586
290,sigmoid,32.0,1000,0.0001,0.5,0.001,0.5,False,SGD,"[5, 10]",-8.315542960199586
291,sigmoid,32.0,1000,0.0001,0.5,0.001,0.9,True,SGD,"[5, 10]",-8.315542960199586
292,sigmoid,32.0,1000,0.0001,0.001,0.001,0.5,False,SGD,"[5, 10]",-8.315542960199586
293,sigmoid,32.0,1000,0.0001,0.3,0.001,0.5,True,SGD,"[5, 10]",-8.315542960199586
294,sigmoid,32.0,1000,0.0001,0.01,0.001,0.5,True,SGD,"[5, 10]",-8.315542960199586
295,sigmoid,32.0,1000,0.0001,0.01,0.001,0.5,False,SGD,"[5, 10]",-8.315542960199586
296,sigmoid,32.0,1000,0.0001,0.5,0.001,0.9,False,SGD,"[5, 10]",-8.315542960199586
297,sigmoid,32.0,1000,0.0001,0.001,0.001,0.5,True,SGD,"[5, 10]",-8.315542960199586
298,sigmoid,32.0,1000,0.0001,0.01,0.001,0.9,True,SGD,"[5, 10]",-8.315542960199586
299,sigmoid,32.0,1000,0.0001,0.01,0.001,0.9,False,SGD,"[5, 10]",-8.315542960199586
300,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.5,False,SGD,"[5, 10]",-8.318053894227663
301,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.9,True,SGD,"[5, 10]",-8.318053894227663
302,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.9,False,SGD,"[5, 10]",-8.318053894227663
303,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.5,True,SGD,"[5, 10]",-8.318053894227663
304,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.5,True,SGD,"[5, 10]",-8.318053894227663
305,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.5,False,SGD,"[5, 10]",-8.318053894227663
306,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.9,True,SGD,"[5, 10]",-8.318053894227663
307,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.9,False,SGD,"[5, 10]",-8.318053894227663
308,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.5,False,SGD,"[5, 10]",-8.318053894227663
309,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.9,True,SGD,"[5, 10]",-8.318053894227663
310,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.9,False,SGD,"[5, 10]",-8.318053894227663
311,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.5,True,SGD,"[5, 10]",-8.318053894227663
312,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.5,True,SGD,"[5, 10]",-8.318053894227663
313,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.5,False,SGD,"[5, 10]",-8.318053894227663
314,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.9,True,SGD,"[5, 10]",-8.318053894227663
315,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.9,False,SGD,"[5, 10]",-8.318053894227663
316,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.9,False,SGD,"[5, 10]",-8.318053894227663
317,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.9,True,SGD,"[5, 10]",-8.318053894227663
318,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.5,False,SGD,"[5, 10]",-8.318053894227663
319,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.5,True,SGD,"[5, 10]",-8.318053894227663
320,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.5,True,SGD,"[3, 5]",-8.416298608221457
321,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.9,False,SGD,"[3, 5]",-8.416298608221457
322,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.9,True,SGD,"[3, 5]",-8.416298608221457
323,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.9,True,SGD,"[3, 5]",-8.416298608221457
324,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.9,True,SGD,"[3, 5]",-8.416298608221457
325,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.9,False,SGD,"[3, 5]",-8.416298608221457
326,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.9,False,SGD,"[3, 5]",-8.416298608221457
327,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.9,True,SGD,"[3, 5]",-8.416298608221457
328,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.5,False,SGD,"[3, 5]",-8.416298608221457
329,sigmoid,32.0,1000,0.0001,0.01,0.0001,0.5,True,SGD,"[3, 5]",-8.416298608221457
330,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.5,True,SGD,"[3, 5]",-8.416298608221457
331,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.9,False,SGD,"[3, 5]",-8.416298608221457
332,sigmoid,32.0,1000,0.0001,0.1,0.0001,0.5,False,SGD,"[3, 5]",-8.416298608221457
333,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.5,False,SGD,"[3, 5]",-8.416298608221457
334,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.5,False,SGD,"[3, 5]",-8.416298608221457
335,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.9,True,SGD,"[3, 5]",-8.416298608221457
336,sigmoid,32.0,1000,0.0001,0.001,0.0001,0.9,False,SGD,"[3, 5]",-8.416298608221457
337,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.5,True,SGD,"[3, 5]",-8.416298608221457
338,sigmoid,32.0,1000,0.0001,0.3,0.0001,0.5,False,SGD,"[3, 5]",-8.416298608221457
339,sigmoid,32.0,1000,0.0001,0.5,0.0001,0.5,True,SGD,"[3, 5]",-8.416298608221457
340,sigmoid,32.0,1000,0.0001,0.1,0.001,0.9,True,SGD,"[3, 5]",-8.41636017635003
341,sigmoid,32.0,1000,0.0001,0.1,0.001,0.5,True,SGD,"[3, 5]",-8.41636017635003
342,sigmoid,32.0,1000,0.0001,0.1,0.001,0.5,False,SGD,"[3, 5]",-8.41636017635003
343,sigmoid,32.0,1000,0.0001,0.5,0.001,0.9,True,SGD,"[3, 5]",-8.41636017635003
344,sigmoid,32.0,1000,0.0001,0.5,0.001,0.9,False,SGD,"[3, 5]",-8.41636017635003
345,sigmoid,32.0,1000,0.0001,0.3,0.001,0.5,True,SGD,"[3, 5]",-8.41636017635003
346,sigmoid,32.0,1000,0.0001,0.3,0.001,0.9,True,SGD,"[3, 5]",-8.41636017635003
347,sigmoid,32.0,1000,0.0001,0.1,0.001,0.9,False,SGD,"[3, 5]",-8.41636017635003
348,sigmoid,32.0,1000,0.0001,0.3,0.001,0.9,False,SGD,"[3, 5]",-8.41636017635003
349,sigmoid,32.0,1000,0.0001,0.5,0.001,0.5,True,SGD,"[3, 5]",-8.41636017635003
350,sigmoid,32.0,1000,0.0001,0.5,0.001,0.5,False,SGD,"[3, 5]",-8.41636017635003
351,sigmoid,32.0,1000,0.0001,0.3,0.001,0.5,False,SGD,"[3, 5]",-8.41636017635003
352,sigmoid,32.0,1000,0.0001,0.01,0.001,0.9,False,SGD,"[3, 5]",-8.41636017635003
353,sigmoid,32.0,1000,0.0001,0.001,0.001,0.5,True,SGD,"[3, 5]",-8.41636017635003
354,sigmoid,32.0,1000,0.0001,0.001,0.001,0.5,False,SGD,"[3, 5]",-8.41636017635003
355,sigmoid,32.0,1000,0.0001,0.001,0.001,0.9,True,SGD,"[3, 5]",-8.41636017635003
356,sigmoid,32.0,1000,0.0001,0.01,0.001,0.9,True,SGD,"[3, 5]",-8.41636017635003
357,sigmoid,32.0,1000,0.0001,0.001,0.001,0.9,False,SGD,"[3, 5]",-8.41636017635003
358,sigmoid,32.0,1000,0.0001,0.01,0.001,0.5,False,SGD,"[3, 5]",-8.41636017635003
359,sigmoid,32.0,1000,0.0001,0.01,0.001,0.5,True,SGD,"[3, 5]",-8.41636017635003
360,sigmoid,32.0,1000,0.0001,0.3,0.01,0.9,False,SGD,"[3, 5]",-8.417369120190175
361,sigmoid,32.0,1000,0.0001,0.3,0.01,0.9,True,SGD,"[3, 5]",-8.417369120190175
362,sigmoid,32.0,1000,0.0001,0.001,0.01,0.9,True,SGD,"[3, 5]",-8.417369120190175
363,sigmoid,32.0,1000,0.0001,0.001,0.01,0.9,False,SGD,"[3, 5]",-8.417369120190175
364,sigmoid,32.0,1000,0.0001,0.1,0.01,0.5,False,SGD,"[3, 5]",-8.417369120190175
365,sigmoid,32.0,1000,0.0001,0.5,0.01,0.5,False,SGD,"[3, 5]",-8.417369120190175
366,sigmoid,32.0,1000,0.0001,0.001,0.01,0.5,False,SGD,"[3, 5]",-8.417369120190175
367,sigmoid,32.0,1000,0.0001,0.1,0.01,0.9,True,SGD,"[3, 5]",-8.417369120190175
368,sigmoid,32.0,1000,0.0001,0.5,0.01,0.5,True,SGD,"[3, 5]",-8.417369120190175
369,sigmoid,32.0,1000,0.0001,0.1,0.01,0.5,True,SGD,"[3, 5]",-8.417369120190175
370,sigmoid,32.0,1000,0.0001,0.1,0.01,0.9,False,SGD,"[3, 5]",-8.417369120190175
371,sigmoid,32.0,1000,0.0001,0.5,0.01,0.9,True,SGD,"[3, 5]",-8.417369120190175
372,sigmoid,32.0,1000,0.0001,0.5,0.01,0.9,False,SGD,"[3, 5]",-8.417369120190175
373,sigmoid,32.0,1000,0.0001,0.01,0.01,0.5,True,SGD,"[3, 5]",-8.417369120190175
374,sigmoid,32.0,1000,0.0001,0.3,0.01,0.5,False,SGD,"[3, 5]",-8.417369120190175
375,sigmoid,32.0,1000,0.0001,0.3,0.01,0.5,True,SGD,"[3, 5]",-8.417369120190175
376,sigmoid,32.0,1000,0.0001,0.01,0.01,0.5,False,SGD,"[3, 5]",-8.417369120190175
377,sigmoid,32.0,1000,0.0001,0.001,0.01,0.5,True,SGD,"[3, 5]",-8.417369120190175
378,sigmoid,32.0,1000,0.0001,0.01,0.01,0.9,True,SGD,"[3, 5]",-8.417369120190175
379,sigmoid,32.0,1000,0.0001,0.01,0.01,0.9,False,SGD,"[3, 5]",-8.417369120190175
380,sigmoid,32.0,1000,0.0001,0.1,0.05,0.5,False,SGD,"[3, 5]",-8.434550696399864
381,sigmoid,32.0,1000,0.0001,0.1,0.05,0.5,True,SGD,"[3, 5]",-8.434550696399864
382,sigmoid,32.0,1000,0.0001,0.3,0.05,0.5,True,SGD,"[3, 5]",-8.434550696399864
383,sigmoid,32.0,1000,0.0001,0.1,0.05,0.9,True,SGD,"[3, 5]",-8.434550696399864
384,sigmoid,32.0,1000,0.0001,0.1,0.05,0.9,False,SGD,"[3, 5]",-8.434550696399864
385,sigmoid,32.0,1000,0.0001,0.3,0.05,0.5,False,SGD,"[3, 5]",-8.434550696399864
386,sigmoid,32.0,1000,0.0001,0.01,0.05,0.5,True,SGD,"[3, 5]",-8.434550696399864
387,sigmoid,32.0,1000,0.0001,0.3,0.05,0.9,True,SGD,"[3, 5]",-8.434550696399864
388,sigmoid,32.0,1000,0.0001,0.5,0.05,0.5,True,SGD,"[3, 5]",-8.434550696399864
389,sigmoid,32.0,1000,0.0001,0.01,0.05,0.9,True,SGD,"[3, 5]",-8.434550696399864
390,sigmoid,32.0,1000,0.0001,0.01,0.05,0.9,False,SGD,"[3, 5]",-8.434550696399864
391,sigmoid,32.0,1000,0.0001,0.5,0.05,0.9,False,SGD,"[3, 5]",-8.434550696399864
392,sigmoid,32.0,1000,0.0001,0.3,0.05,0.9,False,SGD,"[3, 5]",-8.434550696399864
393,sigmoid,32.0,1000,0.0001,0.5,0.05,0.5,False,SGD,"[3, 5]",-8.434550696399864
394,sigmoid,32.0,1000,0.0001,0.001,0.05,0.9,False,SGD,"[3, 5]",-8.434550696399864
395,sigmoid,32.0,1000,0.0001,0.001,0.05,0.9,True,SGD,"[3, 5]",-8.434550696399864
396,sigmoid,32.0,1000,0.0001,0.001,0.05,0.5,False,SGD,"[3, 5]",-8.434550696399864
397,sigmoid,32.0,1000,0.0001,0.01,0.05,0.5,False,SGD,"[3, 5]",-8.434550696399864
398,sigmoid,32.0,1000,0.0001,0.001,0.05,0.5,True,SGD,"[3, 5]",-8.434550696399864
399,sigmoid,32.0,1000,0.0001,0.5,0.05,0.9,True,SGD,"[3, 5]",-8.434550696399864
400,sigmoid,,1000,0.0001,0.5,0.0001,0.9,False,SGD,"[3, 5]",-10.97021208490688
401,sigmoid,,1000,0.0001,0.5,0.0001,0.9,True,SGD,"[3, 5]",-10.97021208490688
402,sigmoid,,1000,0.0001,0.5,0.0001,0.5,True,SGD,"[3, 5]",-10.97021208490688
403,sigmoid,,1000,0.0001,0.5,0.0001,0.5,False,SGD,"[3, 5]",-10.97021208490688
404,sigmoid,,1000,0.0001,0.001,0.0001,0.5,True,SGD,"[3, 5]",-10.97021208490688
405,sigmoid,,1000,0.0001,0.1,0.0001,0.5,True,SGD,"[3, 5]",-10.97021208490688
406,sigmoid,,1000,0.0001,0.3,0.0001,0.5,True,SGD,"[3, 5]",-10.97021208490688
407,sigmoid,,1000,0.0001,0.1,0.0001,0.9,True,SGD,"[3, 5]",-10.97021208490688
408,sigmoid,,1000,0.0001,0.001,0.0001,0.9,False,SGD,"[3, 5]",-10.97021208490688
409,sigmoid,,1000,0.0001,0.001,0.0001,0.9,True,SGD,"[3, 5]",-10.97021208490688
410,sigmoid,,1000,0.0001,0.001,0.0001,0.5,False,SGD,"[3, 5]",-10.97021208490688
411,sigmoid,,1000,0.0001,0.1,0.0001,0.5,False,SGD,"[3, 5]",-10.97021208490688
412,sigmoid,,1000,0.0001,0.01,0.0001,0.5,True,SGD,"[3, 5]",-10.97021208490688
413,sigmoid,,1000,0.0001,0.01,0.0001,0.5,False,SGD,"[3, 5]",-10.97021208490688
414,sigmoid,,1000,0.0001,0.01,0.0001,0.9,True,SGD,"[3, 5]",-10.97021208490688
415,sigmoid,,1000,0.0001,0.01,0.0001,0.9,False,SGD,"[3, 5]",-10.97021208490688
416,sigmoid,,1000,0.0001,0.1,0.0001,0.9,False,SGD,"[3, 5]",-10.97021208490688
417,sigmoid,,1000,0.0001,0.3,0.0001,0.5,False,SGD,"[3, 5]",-10.97021208490688
418,sigmoid,,1000,0.0001,0.3,0.0001,0.9,True,SGD,"[3, 5]",-10.97021208490688
419,sigmoid,,1000,0.0001,0.3,0.0001,0.9,False,SGD,"[3, 5]",-10.97021208490688
420,sigmoid,,1000,0.0001,0.01,0.001,0.5,False,SGD,"[3, 5]",-10.970219941158302
421,sigmoid,,1000,0.0001,0.1,0.001,0.9,False,SGD,"[3, 5]",-10.970219941158302
422,sigmoid,,1000,0.0001,0.5,0.001,0.5,True,SGD,"[3, 5]",-10.970219941158302
423,sigmoid,,1000,0.0001,0.3,0.001,0.9,True,SGD,"[3, 5]",-10.970219941158302
424,sigmoid,,1000,0.0001,0.1,0.001,0.5,True,SGD,"[3, 5]",-10.970219941158302
425,sigmoid,,1000,0.0001,0.5,0.001,0.9,True,SGD,"[3, 5]",-10.970219941158302
426,sigmoid,,1000,0.0001,0.001,0.001,0.9,False,SGD,"[3, 5]",-10.970219941158302
427,sigmoid,,1000,0.0001,0.1,0.001,0.5,False,SGD,"[3, 5]",-10.970219941158302
428,sigmoid,,1000,0.0001,0.001,0.001,0.9,True,SGD,"[3, 5]",-10.970219941158302
429,sigmoid,,1000,0.0001,0.001,0.001,0.5,False,SGD,"[3, 5]",-10.970219941158302
430,sigmoid,,1000,0.0001,0.1,0.001,0.9,True,SGD,"[3, 5]",-10.970219941158302
431,sigmoid,,1000,0.0001,0.001,0.001,0.5,True,SGD,"[3, 5]",-10.970219941158302
432,sigmoid,,1000,0.0001,0.3,0.001,0.5,False,SGD,"[3, 5]",-10.970219941158302
433,sigmoid,,1000,0.0001,0.01,0.001,0.5,True,SGD,"[3, 5]",-10.970219941158302
434,sigmoid,,1000,0.0001,0.3,0.001,0.5,True,SGD,"[3, 5]",-10.970219941158302
435,sigmoid,,1000,0.0001,0.5,0.001,0.9,False,SGD,"[3, 5]",-10.970219941158302
436,sigmoid,,1000,0.0001,0.01,0.001,0.9,False,SGD,"[3, 5]",-10.970219941158302
437,sigmoid,,1000,0.0001,0.5,0.001,0.5,False,SGD,"[3, 5]",-10.970219941158302
438,sigmoid,,1000,0.0001,0.01,0.001,0.9,True,SGD,"[3, 5]",-10.970219941158302
439,sigmoid,,1000,0.0001,0.3,0.001,0.9,False,SGD,"[3, 5]",-10.970219941158302
440,sigmoid,,1000,0.0001,0.01,0.01,0.5,True,SGD,"[3, 5]",-10.970298509657994
441,sigmoid,,1000,0.0001,0.5,0.01,0.5,True,SGD,"[3, 5]",-10.970298509657994
442,sigmoid,,1000,0.0001,0.5,0.01,0.5,False,SGD,"[3, 5]",-10.970298509657994
443,sigmoid,,1000,0.0001,0.5,0.01,0.9,True,SGD,"[3, 5]",-10.970298509657994
444,sigmoid,,1000,0.0001,0.01,0.01,0.5,False,SGD,"[3, 5]",-10.970298509657994
445,sigmoid,,1000,0.0001,0.5,0.01,0.9,False,SGD,"[3, 5]",-10.970298509657994
446,sigmoid,,1000,0.0001,0.001,0.01,0.5,False,SGD,"[3, 5]",-10.970298509657994
447,sigmoid,,1000,0.0001,0.001,0.01,0.9,False,SGD,"[3, 5]",-10.970298509657994
448,sigmoid,,1000,0.0001,0.1,0.01,0.5,False,SGD,"[3, 5]",-10.970298509657994
449,sigmoid,,1000,0.0001,0.01,0.01,0.9,True,SGD,"[3, 5]",-10.970298509657994
450,sigmoid,,1000,0.0001,0.3,0.01,0.5,True,SGD,"[3, 5]",-10.970298509657994
451,sigmoid,,1000,0.0001,0.3,0.01,0.5,False,SGD,"[3, 5]",-10.970298509657994
452,sigmoid,,1000,0.0001,0.3,0.01,0.9,True,SGD,"[3, 5]",-10.970298509657994
453,sigmoid,,1000,0.0001,0.3,0.01,0.9,False,SGD,"[3, 5]",-10.970298509657994
454,sigmoid,,1000,0.0001,0.1,0.01,0.9,False,SGD,"[3, 5]",-10.970298509657994
455,sigmoid,,1000,0.0001,0.1,0.01,0.9,True,SGD,"[3, 5]",-10.970298509657994
456,sigmoid,,1000,0.0001,0.01,0.01,0.9,False,SGD,"[3, 5]",-10.970298509657994
457,sigmoid,,1000,0.0001,0.1,0.01,0.5,True,SGD,"[3, 5]",-10.970298509657994
458,sigmoid,,1000,0.0001,0.001,0.01,0.9,True,SGD,"[3, 5]",-10.970298509657994
459,sigmoid,,1000,0.0001,0.001,0.01,0.5,True,SGD,"[3, 5]",-10.970298509657994
460,sigmoid,,1000,0.0001,0.3,0.05,0.9,True,SGD,"[3, 5]",-10.970647519371616
461,sigmoid,,1000,0.0001,0.3,0.05,0.9,False,SGD,"[3, 5]",-10.970647519371616
462,sigmoid,,1000,0.0001,0.5,0.05,0.9,False,SGD,"[3, 5]",-10.970647519371616
463,sigmoid,,1000,0.0001,0.01,0.05,0.5,True,SGD,"[3, 5]",-10.970647519371616
464,sigmoid,,1000,0.0001,0.5,0.05,0.9,True,SGD,"[3, 5]",-10.970647519371616
465,sigmoid,,1000,0.0001,0.001,0.05,0.5,False,SGD,"[3, 5]",-10.970647519371616
466,sigmoid,,1000,0.0001,0.01,0.05,0.5,False,SGD,"[3, 5]",-10.970647519371616
467,sigmoid,,1000,0.0001,0.5,0.05,0.5,False,SGD,"[3, 5]",-10.970647519371616
468,sigmoid,,1000,0.0001,0.001,0.05,0.9,True,SGD,"[3, 5]",-10.970647519371616
469,sigmoid,,1000,0.0001,0.5,0.05,0.5,True,SGD,"[3, 5]",-10.970647519371616
470,sigmoid,,1000,0.0001,0.001,0.05,0.9,False,SGD,"[3, 5]",-10.970647519371616
471,sigmoid,,1000,0.0001,0.01,0.05,0.9,True,SGD,"[3, 5]",-10.970647519371616
472,sigmoid,,1000,0.0001,0.1,0.05,0.9,False,SGD,"[3, 5]",-10.970647519371616
473,sigmoid,,1000,0.0001,0.1,0.05,0.9,True,SGD,"[3, 5]",-10.970647519371616
474,sigmoid,,1000,0.0001,0.3,0.05,0.5,True,SGD,"[3, 5]",-10.970647519371616
475,sigmoid,,1000,0.0001,0.001,0.05,0.5,True,SGD,"[3, 5]",-10.970647519371616
476,sigmoid,,1000,0.0001,0.1,0.05,0.5,False,SGD,"[3, 5]",-10.970647519371616
477,sigmoid,,1000,0.0001,0.1,0.05,0.5,True,SGD,"[3, 5]",-10.970647519371616
478,sigmoid,,1000,0.0001,0.3,0.05,0.5,False,SGD,"[3, 5]",-10.970647519371616
479,sigmoid,,1000,0.0001,0.01,0.05,0.9,False,SGD,"[3, 5]",-10.970647519371616
