,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation accuracy
24,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.9647058823529411
25,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.9647058823529411
26,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.9647058823529411
27,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.9647058823529411
28,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.9647058823529411
29,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.9647058823529411
30,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.9647058823529411
31,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.9647058823529411
32,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.9647058823529411
33,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.9647058823529411
34,logistic,0.005,10.0,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.9647058823529411
35,logistic,0.005,10.0,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.9647058823529411
36,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.823529411764706
37,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.823529411764706
38,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.823529411764706
39,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.823529411764706
40,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.823529411764706
41,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.823529411764706
42,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.823529411764706
43,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.823529411764706
44,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.823529411764706
45,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.823529411764706
46,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.823529411764706
47,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.823529411764706
48,logistic,0.005,10.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.823529411764706
49,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.823529411764706
50,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.823529411764706
51,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.823529411764706
52,logistic,0.005,10.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.823529411764706
53,logistic,0.005,10.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.823529411764706
54,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.8235294117647058
55,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.8235294117647058
56,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.8235294117647058
57,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.8235294117647058
58,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.8235294117647058
59,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.8235294117647058
60,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.8235294117647058
61,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.8235294117647058
62,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.8235294117647058
63,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.8235294117647058
64,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.8235294117647058
65,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.8235294117647058
66,logistic,0.001,10.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.8235294117647058
67,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.8235294117647058
68,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.8235294117647058
69,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.8235294117647058
70,logistic,0.001,10.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.8235294117647058
71,logistic,0.001,10.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.8235294117647058
72,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.7823529411764706
73,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.7823529411764706
74,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.7823529411764706
75,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.7823529411764706
76,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.7823529411764706
77,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.7823529411764706
78,logistic,0.005,32.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.7823529411764706
79,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.7823529411764706
80,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.7823529411764706
81,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.7823529411764706
82,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.7823529411764706
83,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.7823529411764706
84,logistic,0.005,32.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.7823529411764706
85,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.7823529411764706
86,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.7823529411764706
87,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.7823529411764706
88,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.7823529411764706
89,logistic,0.005,32.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.7823529411764706
90,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.7588235294117647
91,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.7588235294117647
92,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.7588235294117647
93,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.7588235294117647
94,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.7588235294117647
95,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.7588235294117647
96,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.7588235294117647
97,logistic,0.005,32.0,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.7588235294117647
98,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.7588235294117647
99,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.7588235294117647
100,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.7588235294117647
101,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.7588235294117647
102,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.7588235294117647
103,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.7588235294117647
104,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.7588235294117647
105,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.7588235294117647
106,logistic,0.005,32.0,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.7588235294117647
107,logistic,0.005,32.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.7588235294117647
108,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.7294117647058823
109,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.7294117647058823
110,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.7294117647058823
111,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.7294117647058823
112,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.7294117647058823
113,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.7294117647058823
114,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.7294117647058823
115,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.7294117647058823
116,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.7294117647058823
117,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.7294117647058823
118,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.7294117647058823
119,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.7294117647058823
120,logistic,0.001,32.0,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.7294117647058823
121,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.7294117647058823
122,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.7294117647058823
123,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.7294117647058823
124,logistic,0.001,32.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.7294117647058823
125,logistic,0.001,32.0,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.7294117647058823
126,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.7117647058823529
127,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.7117647058823529
128,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.7117647058823529
129,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.7117647058823529
130,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.7117647058823529
131,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.7117647058823529
132,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.7117647058823529
133,logistic,0.001,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.7117647058823529
134,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.7117647058823529
135,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.7117647058823529
136,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.7117647058823529
137,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.7117647058823529
138,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.7117647058823529
139,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.7117647058823529
140,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.7117647058823529
141,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.7117647058823529
142,logistic,0.001,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.7117647058823529
143,logistic,0.001,32.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.7117647058823529
144,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
145,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
146,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
147,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
148,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
149,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
150,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
151,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
152,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
153,logistic,0.1,10.0,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
154,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
155,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
156,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
157,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
158,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
159,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
160,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
161,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
162,logistic,0.1,32.0,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
163,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
164,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
165,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
166,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
167,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
168,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
169,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
170,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
171,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
172,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
173,logistic,0.1,32.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
174,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
175,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
176,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
177,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
178,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
179,logistic,0.1,32.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
180,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
181,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
182,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
183,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
184,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
185,logistic,0.1,32.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
186,logistic,0.1,10.0,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
187,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
188,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
189,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
190,logistic,0.1,,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
191,logistic,0.1,,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
192,logistic,0.1,,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
193,logistic,0.1,,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
194,logistic,0.1,,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
195,logistic,0.1,,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
196,logistic,0.1,,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
197,logistic,0.1,,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
198,logistic,0.1,,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
199,logistic,0.1,,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
200,logistic,0.1,,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
201,logistic,0.1,,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
202,logistic,0.1,,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
203,logistic,0.1,,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
204,logistic,0.1,,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
205,logistic,0.1,,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
206,logistic,0.1,,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
207,logistic,0.1,,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
208,logistic,0.1,,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
209,logistic,0.1,,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
210,logistic,0.1,,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
211,logistic,0.1,,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
212,logistic,0.1,32.0,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
213,logistic,0.1,,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
214,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
215,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
216,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
217,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
218,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
219,logistic,0.1,32.0,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
220,logistic,0.1,,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
221,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.6176470588235294
222,logistic,0.1,,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
223,logistic,0.1,,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
224,logistic,0.1,,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
225,logistic,0.1,,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
226,logistic,0.1,,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
227,logistic,0.1,,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
228,logistic,0.1,,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
229,logistic,0.1,,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
230,logistic,0.1,,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
231,logistic,0.1,,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
232,logistic,0.1,,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
233,logistic,0.1,10.0,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
234,logistic,0.1,,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
235,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.6176470588235294
236,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.6176470588235294
237,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.6176470588235294
238,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.6176470588235294
239,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.6176470588235294
240,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.6176470588235294
241,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.6176470588235294
242,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.6176470588235294
243,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.6176470588235294
244,logistic,0.1,10.0,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.6176470588235294
245,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.6176470588235294
246,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.6176470588235294
247,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.6176470588235294
248,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.6176470588235294
249,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.6176470588235294
250,logistic,0.1,10.0,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.6176470588235294
251,logistic,0.1,10.0,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.6176470588235294
252,logistic,0.005,,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.5941176470588235
253,logistic,0.001,,"[2, 3]",0.001,3000,0.5,False,sgd,1e-06,0.5941176470588235
254,logistic,0.001,,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.5941176470588235
255,logistic,0.001,,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.5941176470588235
256,logistic,0.005,,"[2, 3]",0.001,3000,0.0,False,sgd,1e-06,0.5941176470588235
257,logistic,0.005,,"[2, 3]",0.001,3000,0.0,True,sgd,1e-06,0.5941176470588235
258,logistic,0.005,,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.5941176470588235
259,logistic,0.005,,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.5941176470588235
260,logistic,0.005,,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.5941176470588235
261,logistic,0.005,,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.5941176470588235
262,logistic,0.005,,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.5941176470588235
263,logistic,0.001,,"[2, 3]",0.001,3000,0.9,False,sgd,1e-06,0.5941176470588235
