,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation accuracy
264,logistic,0.001,,"[2, 3]",0.001,3000,0.5,True,sgd,1e-06,0.5941176470588235
265,logistic,0.001,,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.5941176470588235
266,logistic,0.001,,"[2, 3]",0.001,3000,0.9,True,sgd,1e-06,0.5941176470588235
267,logistic,0.001,,"[2, 3]",0.005,3000,0.0,False,sgd,1e-06,0.5941176470588235
268,logistic,0.001,,"[2, 3]",0.005,3000,0.0,True,sgd,1e-06,0.5941176470588235
269,logistic,0.001,,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.5941176470588235
270,logistic,0.001,,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.5941176470588235
271,logistic,0.001,,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.5941176470588235
272,logistic,0.001,,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.5941176470588235
273,logistic,0.001,,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.5941176470588235
274,logistic,0.001,,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.5941176470588235
275,logistic,0.001,,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.5941176470588235
276,logistic,0.001,,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.5941176470588235
277,logistic,0.001,,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.5941176470588235
278,logistic,0.005,,"[2, 3]",0.005,3000,0.5,False,sgd,1e-06,0.5941176470588235
279,logistic,0.005,,"[2, 3]",0.005,3000,0.5,True,sgd,1e-06,0.5941176470588235
280,logistic,0.005,,"[2, 3]",0.005,3000,0.9,False,sgd,1e-06,0.5941176470588235
281,logistic,0.005,,"[2, 3]",0.1,3000,0.0,False,sgd,1e-06,0.5941176470588235
282,logistic,0.005,,"[2, 3]",0.1,3000,0.0,True,sgd,1e-06,0.5941176470588235
283,logistic,0.005,,"[2, 3]",0.1,3000,0.5,False,sgd,1e-06,0.5941176470588235
284,logistic,0.005,,"[2, 3]",0.1,3000,0.5,True,sgd,1e-06,0.5941176470588235
285,logistic,0.005,,"[2, 3]",0.1,3000,0.9,False,sgd,1e-06,0.5941176470588235
286,logistic,0.005,,"[2, 3]",0.1,3000,0.9,True,sgd,1e-06,0.5941176470588235
287,logistic,0.005,,"[2, 3]",0.005,3000,0.9,True,sgd,1e-06,0.5941176470588235
288,logistic,0.005,,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.5411764705882354
289,logistic,0.005,,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.5411764705882354
290,logistic,0.005,,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.5411764705882354
291,logistic,0.005,,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.5411764705882354
292,logistic,0.005,,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.5411764705882354
293,logistic,0.005,,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.5411764705882354
294,logistic,0.005,,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.5411764705882354
295,logistic,0.005,,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.5411764705882354
296,logistic,0.005,,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.5411764705882354
297,logistic,0.005,,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.5411764705882354
298,logistic,0.005,,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.5411764705882354
299,logistic,0.005,,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.5411764705882354
300,logistic,0.005,,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.5411764705882354
301,logistic,0.005,,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.5411764705882354
302,logistic,0.005,,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.5411764705882354
303,logistic,0.005,,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.5411764705882354
304,logistic,0.005,,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.5411764705882354
305,logistic,0.005,,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.5411764705882354
306,logistic,0.001,,"[3, 5]",0.005,3000,0.5,False,sgd,1e-06,0.5352941176470588
307,logistic,0.001,,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.5352941176470588
308,logistic,0.001,,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.5352941176470588
309,logistic,0.001,,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.5352941176470588
310,logistic,0.001,,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.5352941176470588
311,logistic,0.001,,"[3, 5]",0.005,3000,0.9,True,sgd,1e-06,0.5352941176470588
312,logistic,0.001,,"[3, 5]",0.005,3000,0.9,False,sgd,1e-06,0.5352941176470588
313,logistic,0.001,,"[3, 5]",0.005,3000,0.5,True,sgd,1e-06,0.5352941176470588
314,logistic,0.001,,"[3, 5]",0.001,3000,0.5,True,sgd,1e-06,0.5352941176470588
315,logistic,0.001,,"[3, 5]",0.005,3000,0.0,True,sgd,1e-06,0.5352941176470588
316,logistic,0.001,,"[3, 5]",0.005,3000,0.0,False,sgd,1e-06,0.5352941176470588
317,logistic,0.001,,"[3, 5]",0.001,3000,0.9,True,sgd,1e-06,0.5352941176470588
318,logistic,0.001,,"[3, 5]",0.001,3000,0.9,False,sgd,1e-06,0.5352941176470588
319,logistic,0.001,,"[3, 5]",0.001,3000,0.5,False,sgd,1e-06,0.5352941176470588
320,logistic,0.001,,"[3, 5]",0.001,3000,0.0,True,sgd,1e-06,0.5352941176470588
321,logistic,0.001,,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.5352941176470588
322,logistic,0.001,,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.5352941176470588
323,logistic,0.001,,"[3, 5]",0.1,3000,0.9,True,sgd,1e-06,0.5352941176470588
