,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation accuracy
122,logistic,0.005,10.0,"[3, 5]",0.2,5000,0.8,True,sgd,1e-06,0.9039999999999999
123,logistic,0.005,10.0,"[2, 3]",0.2,5000,0.9,False,sgd,1e-06,0.9039999999999999
124,logistic,0.005,10.0,"[2, 3]",0.2,5000,0.9,True,sgd,1e-06,0.9039999999999999
125,logistic,0.005,10.0,"[2, 3]",0.5,5000,0.8,False,sgd,1e-06,0.9039999999999999
126,logistic,0.005,10.0,"[2, 3]",0.5,5000,0.8,True,sgd,1e-06,0.9039999999999999
127,logistic,0.005,10.0,"[3, 5]",0.1,5000,0.9,True,sgd,1e-06,0.9039999999999999
128,logistic,0.005,10.0,"[3, 5]",0.2,5000,0.8,False,sgd,1e-06,0.9039999999999999
129,logistic,0.005,10.0,"[3, 5]",0.2,5000,0.9,False,sgd,1e-06,0.9039999999999999
130,logistic,0.005,10.0,"[2, 3]",0.2,5000,0.8,False,sgd,1e-06,0.9039999999999999
131,logistic,0.005,10.0,"[3, 5]",0.2,5000,0.9,True,sgd,1e-06,0.9039999999999999
132,logistic,0.005,10.0,"[2, 3]",0.5,5000,0.9,False,sgd,1e-06,0.9039999999999999
133,logistic,0.005,10.0,"[3, 5]",0.5,5000,0.8,False,sgd,1e-06,0.9039999999999999
134,logistic,0.005,10.0,"[3, 5]",0.5,5000,0.8,True,sgd,1e-06,0.9039999999999999
135,logistic,0.005,10.0,"[3, 5]",0.5,5000,0.9,False,sgd,1e-06,0.9039999999999999
136,logistic,0.005,10.0,"[3, 5]",0.5,5000,0.9,True,sgd,1e-06,0.9039999999999999
137,logistic,0.005,10.0,"[2, 3]",0.2,5000,0.8,True,sgd,1e-06,0.9039999999999999
138,logistic,0.005,10.0,"[2, 3]",0.5,5000,0.9,True,sgd,1e-06,0.9039999999999999
139,logistic,0.005,10.0,"[2, 3]",0.1,5000,0.9,True,sgd,1e-06,0.9039999999999999
140,logistic,0.005,10.0,"[2, 3]",0.1,5000,0.8,True,sgd,1e-06,0.9039999999999999
141,logistic,0.005,10.0,"[2, 3]",0.1,5000,0.8,False,sgd,1e-06,0.9039999999999999
142,logistic,0.0,10.0,"[2, 3]",0.1,5000,0.8,True,sgd,1e-06,0.9039999999999999
143,logistic,0.005,10.0,"[2, 3]",0.1,5000,0.9,False,sgd,1e-06,0.9039999999999999
144,logistic,0.0,32.0,"[3, 5]",0.2,5000,0.8,False,sgd,1e-06,0.8879999999999999
145,logistic,0.0,32.0,"[3, 5]",0.5,5000,0.8,True,sgd,1e-06,0.8879999999999999
146,logistic,0.0,32.0,"[3, 5]",0.2,5000,0.9,True,sgd,1e-06,0.8879999999999999
147,logistic,0.0,32.0,"[3, 5]",0.2,5000,0.9,False,sgd,1e-06,0.8879999999999999
148,logistic,0.0,32.0,"[3, 5]",0.2,5000,0.8,True,sgd,1e-06,0.8879999999999999
149,logistic,0.0,32.0,"[3, 5]",0.5,5000,0.8,False,sgd,1e-06,0.8879999999999999
150,logistic,0.0,32.0,"[3, 5]",0.1,5000,0.9,True,sgd,1e-06,0.8879999999999999
151,logistic,0.0,32.0,"[3, 5]",0.5,5000,0.9,False,sgd,1e-06,0.8879999999999999
152,logistic,0.0,32.0,"[3, 5]",0.1,5000,0.9,False,sgd,1e-06,0.8879999999999999
153,logistic,0.0,32.0,"[3, 5]",0.5,5000,0.9,True,sgd,1e-06,0.8879999999999999
154,logistic,0.0,32.0,"[3, 5]",0.1,5000,0.8,False,sgd,1e-06,0.8879999999999999
155,logistic,0.0,32.0,"[3, 5]",0.1,5000,0.8,True,sgd,1e-06,0.8879999999999999
156,logistic,0.0,10.0,"[3, 5]",0.1,5000,0.8,False,sgd,1e-06,0.8800000000000001
157,logistic,0.0,10.0,"[3, 5]",0.1,5000,0.8,True,sgd,1e-06,0.8800000000000001
158,logistic,0.0,10.0,"[3, 5]",0.1,5000,0.9,False,sgd,1e-06,0.8800000000000001
159,logistic,0.0,10.0,"[3, 5]",0.1,5000,0.9,True,sgd,1e-06,0.8800000000000001
160,logistic,0.0,10.0,"[3, 5]",0.2,5000,0.8,True,sgd,1e-06,0.8800000000000001
161,logistic,0.0,10.0,"[3, 5]",0.2,5000,0.9,False,sgd,1e-06,0.8800000000000001
162,logistic,0.0,10.0,"[3, 5]",0.2,5000,0.9,True,sgd,1e-06,0.8800000000000001
163,logistic,0.0,10.0,"[3, 5]",0.5,5000,0.8,False,sgd,1e-06,0.8800000000000001
164,logistic,0.0,10.0,"[3, 5]",0.5,5000,0.8,True,sgd,1e-06,0.8800000000000001
165,logistic,0.0,10.0,"[3, 5]",0.5,5000,0.9,False,sgd,1e-06,0.8800000000000001
166,logistic,0.0,10.0,"[3, 5]",0.5,5000,0.9,True,sgd,1e-06,0.8800000000000001
167,logistic,0.0,10.0,"[3, 5]",0.2,5000,0.8,False,sgd,1e-06,0.8800000000000001
168,logistic,0.1,10.0,"[2, 3]",0.2,5000,0.9,False,sgd,1e-06,0.512
169,logistic,0.1,10.0,"[3, 5]",0.5,5000,0.9,True,sgd,1e-06,0.512
170,logistic,0.1,10.0,"[2, 3]",0.5,5000,0.9,True,sgd,1e-06,0.512
171,logistic,0.1,10.0,"[3, 5]",0.5,5000,0.8,False,sgd,1e-06,0.512
172,logistic,0.1,10.0,"[3, 5]",0.2,5000,0.9,True,sgd,1e-06,0.512
173,logistic,0.1,10.0,"[3, 5]",0.2,5000,0.9,False,sgd,1e-06,0.512
174,logistic,0.1,10.0,"[3, 5]",0.2,5000,0.8,True,sgd,1e-06,0.512
175,logistic,0.1,10.0,"[3, 5]",0.2,5000,0.8,False,sgd,1e-06,0.512
176,logistic,0.1,10.0,"[3, 5]",0.1,5000,0.9,True,sgd,1e-06,0.512
177,logistic,0.1,10.0,"[3, 5]",0.1,5000,0.9,False,sgd,1e-06,0.512
178,logistic,0.1,10.0,"[3, 5]",0.1,5000,0.8,True,sgd,1e-06,0.512
179,logistic,0.1,10.0,"[3, 5]",0.1,5000,0.8,False,sgd,1e-06,0.512
180,logistic,0.1,10.0,"[2, 3]",0.5,5000,0.9,False,sgd,1e-06,0.512
181,logistic,0.1,10.0,"[3, 5]",0.5,5000,0.9,False,sgd,1e-06,0.512
182,logistic,0.1,10.0,"[2, 3]",0.5,5000,0.8,True,sgd,1e-06,0.512
183,logistic,0.1,10.0,"[2, 3]",0.5,5000,0.8,False,sgd,1e-06,0.512
184,logistic,0.1,10.0,"[2, 3]",0.2,5000,0.9,True,sgd,1e-06,0.512
185,logistic,0.1,10.0,"[2, 3]",0.2,5000,0.8,True,sgd,1e-06,0.512
186,logistic,0.1,10.0,"[2, 3]",0.2,5000,0.8,False,sgd,1e-06,0.512
187,logistic,0.1,10.0,"[2, 3]",0.1,5000,0.9,True,sgd,1e-06,0.512
188,logistic,0.1,10.0,"[2, 3]",0.1,5000,0.9,False,sgd,1e-06,0.512
189,logistic,0.1,10.0,"[2, 3]",0.1,5000,0.8,True,sgd,1e-06,0.512
190,logistic,0.1,10.0,"[2, 3]",0.1,5000,0.8,False,sgd,1e-06,0.512
191,logistic,0.1,10.0,"[3, 5]",0.5,5000,0.8,True,sgd,1e-06,0.512
192,logistic,0.1,32.0,"[2, 3]",0.1,5000,0.8,True,sgd,1e-06,0.496
193,logistic,0.1,32.0,"[2, 3]",0.1,5000,0.9,False,sgd,1e-06,0.496
194,logistic,0.1,32.0,"[3, 5]",0.1,5000,0.8,False,sgd,1e-06,0.496
195,logistic,0.1,32.0,"[2, 3]",0.1,5000,0.9,True,sgd,1e-06,0.496
196,logistic,0.1,32.0,"[2, 3]",0.2,5000,0.8,False,sgd,1e-06,0.496
197,logistic,0.1,32.0,"[2, 3]",0.2,5000,0.8,True,sgd,1e-06,0.496
198,logistic,0.1,32.0,"[2, 3]",0.2,5000,0.9,False,sgd,1e-06,0.496
199,logistic,0.1,32.0,"[2, 3]",0.2,5000,0.9,True,sgd,1e-06,0.496
200,logistic,0.1,32.0,"[2, 3]",0.5,5000,0.8,False,sgd,1e-06,0.496
201,logistic,0.1,32.0,"[2, 3]",0.5,5000,0.8,True,sgd,1e-06,0.496
202,logistic,0.1,32.0,"[2, 3]",0.5,5000,0.9,False,sgd,1e-06,0.496
203,logistic,0.1,32.0,"[2, 3]",0.5,5000,0.9,True,sgd,1e-06,0.496
204,logistic,0.1,32.0,"[3, 5]",0.1,5000,0.8,True,sgd,1e-06,0.496
205,logistic,0.1,32.0,"[3, 5]",0.5,5000,0.9,True,sgd,1e-06,0.496
206,logistic,0.1,32.0,"[3, 5]",0.1,5000,0.9,False,sgd,1e-06,0.496
207,logistic,0.1,32.0,"[3, 5]",0.1,5000,0.9,True,sgd,1e-06,0.496
208,logistic,0.1,32.0,"[3, 5]",0.2,5000,0.8,False,sgd,1e-06,0.496
209,logistic,0.1,32.0,"[3, 5]",0.2,5000,0.8,True,sgd,1e-06,0.496
210,logistic,0.1,32.0,"[3, 5]",0.2,5000,0.9,False,sgd,1e-06,0.496
211,logistic,0.1,32.0,"[3, 5]",0.2,5000,0.9,True,sgd,1e-06,0.496
212,logistic,0.1,32.0,"[3, 5]",0.5,5000,0.8,False,sgd,1e-06,0.496
213,logistic,0.1,32.0,"[3, 5]",0.5,5000,0.8,True,sgd,1e-06,0.496
214,logistic,0.1,32.0,"[3, 5]",0.5,5000,0.9,False,sgd,1e-06,0.496
215,logistic,0.1,32.0,"[2, 3]",0.1,5000,0.8,False,sgd,1e-06,0.496
