,activation,batch_size,epochs,eps,eta,lmbda,optimizer,sizes,Validation accuracy
416,sigmoid,32.0,1000,0.0001,0.1,0.0,Adam,"[10, 10]",0.49411764705882355
417,sigmoid,32.0,1000,0.0001,0.1,0.001,Adam,"[10, 5]",0.49411764705882355
418,sigmoid,32.0,1000,0.0001,0.001,0.0,Adam,"[10, 10]",0.49411764705882355
419,sigmoid,32.0,1000,0.0001,0.01,0.0,Adam,"[10, 10]",0.49411764705882355
420,sigmoid,32.0,1000,0.0001,0.01,0.0001,Adam,"[10, 5]",0.48235294117647065
421,sigmoid,32.0,1000,0.0001,0.001,0.0001,Adam,"[10, 5]",0.48235294117647065
422,sigmoid,32.0,1000,0.0001,0.0001,0.0001,Adam,"[10, 5]",0.48235294117647065
423,sigmoid,32.0,1000,0.0001,0.005,0.0001,Adam,"[10, 5]",0.48235294117647065
424,sigmoid,32.0,1000,0.0001,0.05,0.0001,Adam,"[10, 5]",0.48235294117647065
425,sigmoid,32.0,1000,0.0001,0.1,0.0001,Adam,"[10, 5]",0.48235294117647065
426,sigmoid,32.0,1000,0.0001,0.0001,0.0,Adam,"[10, 5]",0.47647058823529403
427,sigmoid,32.0,1000,0.0001,0.05,0.0,Adam,"[10, 5]",0.47647058823529403
428,sigmoid,32.0,1000,0.0001,0.005,0.0,Adam,"[10, 5]",0.47647058823529403
429,sigmoid,32.0,1000,0.0001,0.001,0.0,Adam,"[10, 5]",0.47647058823529403
430,sigmoid,32.0,1000,0.0001,0.1,0.0,Adam,"[10, 5]",0.47647058823529403
431,sigmoid,32.0,1000,0.0001,0.01,0.0,Adam,"[10, 5]",0.47647058823529403
