,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation accuracy
107,logistic,0.001,64.0,"[3, 5]",0.01,3000,0.9,True,sgd,1e-06,0.8320000000000001
108,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.0,False,sgd,1e-06,0.8320000000000001
109,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.0,True,sgd,1e-06,0.8320000000000001
110,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.5,False,sgd,1e-06,0.8320000000000001
111,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.5,True,sgd,1e-06,0.8320000000000001
112,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.9,False,sgd,1e-06,0.8320000000000001
113,logistic,0.001,64.0,"[3, 5]",0.05,3000,0.9,True,sgd,1e-06,0.8320000000000001
114,logistic,0.001,64.0,"[3, 5]",0.1,3000,0.0,False,sgd,1e-06,0.8320000000000001
115,logistic,0.001,64.0,"[3, 5]",0.1,3000,0.0,True,sgd,1e-06,0.8320000000000001
116,logistic,0.001,64.0,"[3, 5]",0.1,3000,0.5,False,sgd,1e-06,0.8320000000000001
117,logistic,0.001,64.0,"[3, 5]",0.1,3000,0.5,True,sgd,1e-06,0.8320000000000001
118,logistic,0.001,64.0,"[3, 5]",0.1,3000,0.9,False,sgd,1e-06,0.8320000000000001
119,logistic,0.001,64.0,"[3, 5]",0.001,3000,0.0,False,sgd,1e-06,0.8320000000000001
